genres,imdb_id,title,vote_average
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",tt0066921,A Clockwork Orange,8.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",tt0078788,Apocalypse Now,8.0
"[{'id': 37, 'name': 'Western'}]",tt0064116,Once Upon a Time in the West,8.1
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",tt0086190,Return of the Jedi,7.9
"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",tt0106308,Army of Darkness,7.3
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",tt0071562,The Godfather: Part II,8.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0045061,The Quiet Man,7.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0070735,The Sting,7.9
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",tt0088247,The Terminator,7.4
"[{'id': 10752, 'name': 'War'}]",tt0097441,Glory,7.4
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0052311,Touch of Evil,7.6
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0071315,Chinatown,7.9
"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0043456,The Day the Earth Stood Still,7.3
"[{'id': 35, 'name': 'Comedy'}]",tt0023969,Duck Soup,7.6
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 53, 'name': 'Thriller'}]",tt0082269,Diva,6.7
"[{'id': 37, 'name': 'Western'}]",tt0105695,Unforgiven,7.7
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0056218,The Manchurian Candidate,7.7
"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",tt0100436,Pump up the Volume,7.0
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt0101921,Fried Green Tomatoes,7.6
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",tt0066206,Patton,7.3
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}]",tt0094625,Akira,7.8
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0038355,The Big Sleep,7.6
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0078841,Being There,7.7
"[{'id': 10402, 'name': 'Music'}]",tt0084503,Pink Floyd: The Wall,7.7
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt0087553,The Killing Fields,7.5
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt0089606,My Life as a Dog,7.3
"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",tt0049223,Forbidden Planet,7.2
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}, {'id': 80, 'name': 'Crime'}]",tt0064115,Butch Cassidy and the Sundance Kid,7.4
"[{'id': 18, 'name': 'Drama'}]",tt0087884,"Paris, Texas",7.7
"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",tt0116589,Hype!,6.8
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt0116953,Mad Dog Time,6.2
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",tt0082010,An American Werewolf in London,7.2
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0085159,Amityville 3-D,4.0
"[{'id': 27, 'name': 'Horror'}]",tt0106262,Amityville: A New Generation,2.8
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0078767,The Amityville Horror,6.2
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",tt0090655,April Fool's Day,5.8
"[{'id': 27, 'name': 'Horror'}]",tt0056869,The Birds,7.3
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",tt0051418,The Blob,6.2
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0101492,Body Parts,5.6
"[{'id': 27, 'name': 'Horror'}]",tt0074258,Burnt Offerings,6.6
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0083722,Cat People,6.0
"[{'id': 27, 'name': 'Horror'}]",tt0087800,A Nightmare on Elm Street,7.2
"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",tt0013442,Nosferatu,7.7
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0115495,Albino Alligator,5.6
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0117057,The Mirror Has Two Faces,6.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0115751,Breaking the Waves,7.2
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0119791,Nightwatch,6.2
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt0084116,Identification of a Woman,5.8
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0113557,Zero Kelvin,6.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0117477,Ridicule,7.4
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt0099423,Die Hard 2,6.6
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",tt0079945,Star Trek: The Motion Picture,6.2
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",tt0102975,Star Trek VI: The Undiscovered Country,6.7
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",tt0098382,Star Trek V: The Final Frontier,5.6
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",tt0088170,Star Trek III: The Search for Spock,6.4
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",tt0092007,Star Trek IV: The Voyage Home,6.9
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0077766,Jaws 2,5.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0116695,Jerry Maguire,6.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt0093822,Raising Arizona,7.2
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0112769,La Cérémonie,7.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",tt0117038,Michael,5.5
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0117364,The Portrait of a Lady,6.3
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",tt0067959,Walkabout,7.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0119115,Fierce Creatures,6.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",tt0120550,Zeus & Roxanne,4.2
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",tt0120414,Underworld,6.0
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0119141,Fools Rush In,5.8
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0118548,Absolute Power,6.4
"[{'id': 35, 'name': 'Comedy'}]",tt0120434,Vegas Vacation,6.0
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0119008,Donnie Brasco,7.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0119951,Private Parts,6.7
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",tt0115964,Crash,6.5
"[{'id': 35, 'name': 'Comedy'}]",tt0119528,Liar Liar,6.4
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt0118972,The Devil's Own,5.9
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0119381,Inventing the Abbotts,6.4
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",tt0119229,Grosse Pointe Blank,6.9
"[{'id': 35, 'name': 'Comedy'}]",tt0120032,Romy and Michele's High School Reunion,6.0
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",tt0120383,"Truth or Consequences, N.M.",5.7
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt0119809,Nowhere,6.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0120190,Sprung,5.0
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0111613,The Promise,5.0
"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0117615,Shall We Dance?,7.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0120394,Twin Town,6.6
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0118787,Buddy,3.9
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt0120034,Roseanna's Grave,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",tt0116334,For Ever Mozart,8.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",tt0119654,Men in Black,6.9
"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",tt0118884,Contact,7.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0119896,Picture Perfect,5.1
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0119086,Excess Baggage,5.6
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",tt0119051,The Edge,6.8
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt0120102,Seven Years in Tibet,7.0
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",tt0119174,The Game,7.5
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0119123,Fire Down Below,5.0
"[{'id': 53, 'name': 'Thriller'}]",tt0120399,U Turn,6.5
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",tt0118647,The Assignment,6.6
"[{'id': 18, 'name': 'Drama'}]",tt0120402,Ulee's Gold,6.5
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0118842,Chasing Amy,6.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0116631,Alive and Kicking,0.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",tt0120029,RocketMan,5.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0119324,The House of Yes,6.3
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",tt0118900,Gang Related,6.5
"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0119527,Deceiver,6.6
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0119978,The Rainmaker,6.7
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",tt0120201,Starship Troopers,6.7
"[{'id': 18, 'name': 'Drama'}]",tt0107282,The Joy Luck Club,7.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0120382,The Truman Show,7.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",tt0120483,The Man Who Knew Too Little,6.5
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",tt0118583,Alien: Resurrection,5.9
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",tt0118698,Bent,6.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0119715,MouseHunt,6.2
"[{'id': 53, 'name': 'Thriller'}]",tt0120222,Stranger in the House,0.0
"[{'id': 18, 'name': 'Drama'}]",tt0120255,The Sweet Hereafter,6.8
"[{'id': 18, 'name': 'Drama'}]",tt0117994,Twisted,4.5
"[{'id': 18, 'name': 'Drama'}]",tt0119052,The Education of Little Tree,0.0
"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",tt0119925,The Postman,6.1
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0119314,The Horse Whisperer,6.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",tt0119396,Jackie Brown,7.3
"[{'id': 18, 'name': 'Drama'}]",tt0119485,Kundun,6.8
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt0118715,The Big Lebowski,7.8
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",tt0118566,Afterglow,7.2
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0118539,3 Ninjas: High Noon at Mega Mountain,3.9
"[{'id': 53, 'name': 'Thriller'}]",tt0120696,Hard Rain,5.5
"[{'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0119099,Fallen,6.6
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",tt0119815,Four Days in September,7.3
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",tt0118956,Deep Rising,6.0
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0120008,The Replacement Killers,6.0
"[{'id': 10402, 'name': 'Music'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt0118747,Blues Brothers 2000,5.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0119822,As Good as It Gets,7.2
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0119594,Twilight,6.1
"[{'id': 53, 'name': 'Thriller'}]",tt0120890,Wild Things,6.3
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0120793,A Price Above Rubies,5.9
"[{'id': 18, 'name': 'Drama'}]",tt0119049,Eden,6.0
"[{'id': 99, 'name': 'Documentary'}]",tt0124295,The Big One,6.2
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",tt0120738,Lost in Space,5.0
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0120749,Mercury Rising,6.0
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",tt0120632,City of Angels,6.5
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt0120765,My Giant,5.1
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",tt0120213,Slappy and the Stinkers,5.6
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",tt0118819,Live Flesh,7.2
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0120906,Zero Effect,6.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0120211,Still Breathing,5.2
"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",tt0120800,Quest for Camelot,6.9
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0119375,Insomnia,6.6
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt0120787,A Perfect Murder,6.3
"[{'id': 18, 'name': 'Drama'}]",tt0116692,Beyond Silence,6.5
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt0120828,Six Days Seven Nights,5.6
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",tt0120762,Mulan,7.6
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt0073540,Picnic at Hanging Rock,7.1
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",tt0120591,Armageddon,6.5
"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",tt0021746,Cimarron,5.1
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",tt0036872,Going My Way,6.9
"[{'id': 18, 'name': 'Drama'}]",tt0040416,Hamlet,7.1
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0045793,From Here to Eternity,7.2
"[{'id': 18, 'name': 'Drama'}]",tt0064665,Midnight Cowboy,7.4
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt0082158,Chariots of Fire,6.9
"[{'id': 18, 'name': 'Drama'}]",tt0095953,Rain Man,7.6
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt0065063,Take the Money and Run,7.0
"[{'id': 9648, 'name': 'Mystery'}]",tt0067309,Klute,6.5
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0100142,Metropolitan,7.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0088847,The Breakfast Club,7.8
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0095742,A Nightmare on Elm Street 4: The Dream Master,5.8
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0089173,Friday the 13th: A New Beginning,5.1
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0077651,Halloween,7.4
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0095271,Halloween 4: The Return of Michael Myers,5.9
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0097474,Halloween 5: The Revenge of Michael Myers,5.3
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0081383,Prom Night,6.0
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0091778,Poltergeist II: The Other Side,5.8
"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",tt0087363,Gremlins,6.9
"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",tt0017136,Metropolis,8.0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",tt0069113,The Poseidon Adventure,7.3
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",tt0047478,Seven Samurai,8.2
"[{'id': 18, 'name': 'Drama'}]",tt0095497,The Last Temptation of Christ,7.0
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0099674,The Godfather: Part III,7.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0109287,Blank Check,5.1
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0065566,The Computer Wore Tennis Shoes,5.8
"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",tt0106868,A Far Off Place,6.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",tt0091149,The Great Mouse Detective,6.9
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",tt0104437,Honey I Blew Up the Kid,4.8
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 37, 'name': 'Western'}]",tt0077698,Hot Lead & Cold Feet,5.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt0120783,The Parent Trap,6.8
"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",tt0098213,Roger & Me,7.4
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",tt0059113,Doctor Zhivago,7.4
"[{'id': 18, 'name': 'Drama'}]",tt0071910,The Night Porter,6.6
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0090756,Blue Velvet,7.7
"[{'id': 12, 'name': 'Adventure'}]",tt0089385,The Journey of Natty Gann,6.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",tt0104940,The Muppet Christmas Carol,7.2
"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt0089731,One Magic Christmas,5.7
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",tt0078158,Return from Witch Mountain,5.6
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0075200,The Shaggy D.A.,5.4
"[{'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",tt0038969,Song of the South,6.9
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",tt0084827,Tron,6.6
"[{'id': 18, 'name': 'Drama'}]",tt0101969,Grand Canyon,6.8
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",tt0087469,Indiana Jones and the Temple of Doom,7.1
"[{'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",tt0096787,All Dogs Go to Heaven,6.3
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt0120813,Safe Men,6.3
